行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
西屯區,6.04,35.17,25.09565563,6,6,住,1,0,1,1,無,2018/10/18,120.645826,24.179665,205
北屯區,15.97,107.54,21.3721021,7,9,住,3,2,2,1,無,2017/11/1,120.69703,24.174575,500
北區,15.85,154.55,0.060233954000000006,3,22,商,3,2,2,1,坡道平面,2019/6/4,120.69211899999999,24.157736,1090
北屯區,19.22,200.41,3.635940505,8,15,商,4,1,2,1,坡道平面,2019/4/2,120.720325,24.175056,1350
大里區,23.06,121.73,25.68978145,7,7,住,3,2,2,1,無,2018/3/19,120.678278,24.096684,400
南屯區,48.17,333.0,0.503774889,12,20,住,3,2,2,1,坡道平面,2019/8/17,120.64143700000001,24.12797,3025
北屯區,20.36,198.58,22.36870025,9,15,住,4,2,2,1,坡道平面,2018/3/18,120.69495900000001,24.185238000000002,873
北屯區,4.43,47.43,22.96282607,10,17,住,3,2,2,1,升降機械,2017/8/10,120.701729,24.171803,200
東區,28.8,172.32,2.031526999,2,14,住,3,2,2,1,坡道平面,2019/1/28,120.69896100000001,24.127845999999998,900
北區,28.62,106.97,31.58997105,5,5,住,2,2,2,0,無,2017/7/7,120.686058,24.160626999999998,420
北屯區,21.98,129.44,26.24010075,6,8,住,3,2,2,1,坡道機械,2017/3/25,120.72280400000001,24.180726999999997,460
南屯區,47.53,238.93,23.37351212,1,14,商,4,2,2,1,坡道平面,2017/4/28,120.64371100000001,24.137964,1225
西屯區,2.47,24.96,20.16468511,4,13,住,1,1,1,1,無,2017/6/7,120.644847,24.174029,88
南屯區,16.94,166.72,19.43640184,4,15,住,3,2,2,1,坡道平面,2019/9/15,120.651008,24.157204999999998,1250
南屯區,3.2,30.45,22.83688235,4,12,住,1,1,1,1,無,2017/2/18,120.63348899999998,24.153454,188
北屯區,36.7,217.32,0.607815356,5,15,住,4,2,3,1,坡道平面,2018/5/28,120.724033,24.164923,1285
北區,0.25,30.63,22.25370815,6,12,商,1,0,1,1,無,2017/8/2,120.67510700000001,24.148364,126
北區,8.0,88.59,12.28225083,13,14,住,2,1,1,1,坡道機械,2019/4/7,120.67891399999999,24.172760999999998,588
北屯區,1.8,27.46,24.09358166,19,24,住,1,0,1,1,無,2019/7/30,120.692967,24.170967,150
北屯區,40.29,93.68,35.17389132,5,5,住,3,2,2,0,無,2018/8/8,120.697477,24.171067999999998,336
東區,38.69,241.18,0.090350931,20,22,住,4,2,2,1,坡道平面,2017/12/4,120.69460500000001,24.135960999999998,1978
西屯區,9.52,114.86,9.341738708,5,22,住,2,2,1,1,坡道平面,2018/4/1,120.609973,24.192242,800
南區,12.49,133.89,19.43092603,12,14,住,3,2,2,1,坡道平面,2018/3/21,120.661309,24.109164,750
南區,11.22,110.69,13.33360712,13,14,住,3,2,2,1,無,2018/10/2,120.68382,24.11895,675
北區,21.29,145.45,0.53936768,5,12,商,2,2,2,1,坡道平面,2017/8/3,120.68523799999998,24.154128,1012
西屯區,3.22,19.68,29.96091638,4,5,住,1,0,1,1,無,2019/4/5,120.64003559999999,24.18146845,108
南區,10.98,65.94,19.52127696,4,13,住,2,2,1,1,無,2018/4/8,120.66582,24.114210999999997,327
南屯區,19.95,196.78,12.21654107,5,14,住,4,2,2,1,坡道平面,2018/5/12,120.63785,24.144337,1400
西屯區,16.37,164.83,25.593954699999998,13,13,住,3,2,2,1,坡道機械,2019/5/10,120.64896599999999,24.158676999999997,1030
南區,3.94,42.2,20.98605721,8,21,住,1,1,1,1,無,2017/6/22,120.67581100000001,24.128667,155
北屯區,16.14,139.92,17.84293996,5,14,住,4,2,2,1,坡道機械,2017/12/22,120.696349,24.18296,743
西屯區,15.79,134.32,10.77640198,8,12,住,3,2,2,1,坡道平面,2019/4/21,120.61342900000001,24.1734,791
中區,3.08,44.65,39.99260765,10,11,住,2,1,1,1,無,2018/5/7,120.685874,24.1396,208
西屯區,9.26,80.84,0.18343976899999997,3,22,商,2,2,1,1,無,2017/10/6,120.63491,24.176417999999998,886
大里區,29.0,167.84,1.4154979230000002,13,15,住,3,2,2,1,坡道平面,2018/7/12,120.68595900000001,24.121675,1178
大里區,29.82,59.79,38.95220299,1,4,住,3,1,1,0,無,2018/3/14,120.687475,24.114628,310
南區,4.43,54.4,20.79714163,20,21,住,1,1,1,1,無,2017/4/14,120.674554,24.128869,250
西屯區,51.25,158.52,35.33268993,3,4,住,3,2,1,0,無,2018/4/24,120.66476000000002,24.171654,750
西區,10.6,116.11,10.77366407,12,15,住,2,2,1,1,坡道平面,2017/9/30,120.657801,24.134485,980
西屯區,34.76,374.27,9.407448476,14,22,住,3,2,2,1,坡道平面,2019/4/11,120.64208799999999,24.163211999999998,3668
北屯區,23.92,166.41,3.0363388710000003,14,14,住,3,2,2,1,坡道平面,2018/4/29,120.72429,24.166522,945
西屯區,16.56,111.14,24.65211469,2,7,住,3,2,2,1,升降機械,2017/12/24,120.638954,24.180007,550
南區,8.31,107.22,18.62324346,12,14,住,3,2,2,1,無,2017/9/23,120.658266,24.117993,535
北區,3.96,30.93,23.14079002,12,16,住,1,1,1,1,無,2018/7/16,120.665374,24.159243,160
北區,7.84,116.05,10.83663593,12,18,住,1,1,1,1,坡道機械,2016/10/9,120.67511699999999,24.163264,598
南屯區,30.42,193.13,2.286152351,10,15,住,3,2,2,1,坡道平面,2018/12/9,120.584166,24.167175,1400
南區,13.56,80.03,20.97784349,12,12,住,2,2,1,1,無,2019/9/22,120.66582,24.114210999999997,350
南屯區,28.31,167.59,0.257363259,3,9,住,3,2,2,1,坡道平面,2018/12/28,120.630844,24.140069,1355
大里區,33.87,288.81,0.9500537309999999,14,15,住,4,2,2,1,坡道平面,2017/12/1,120.661974,24.096657999999998,1609
南屯區,27.78,275.55,1.618103041,14,23,住,3,2,2,1,坡道平面,2018/3/10,120.64123700000002,24.137081,2600
大雅區,20.7,147.54,25.19969609,6,8,住,3,2,2,1,坡道機械,2019/11/17,120.648951,24.218865,688
北屯區,5.19,55.23,24.849244,7,16,住,1,1,1,1,無,2017/8/26,120.65991399999999,24.193176,290
南區,22.36,229.15,5.147265173,9,15,住,4,2,2,1,坡道平面,2019/10/14,120.66723200000001,24.118507,1550
大里區,15.41,140.91,23.74039166,10,12,住,3,1,1,1,無,2017/8/8,120.69131200000001,24.113567,450
南屯區,16.47,158.99,2.546253516,7,15,住,3,2,2,1,坡道平面,2019/10/1,120.61018899999999,24.136194,1006
東區,36.19,204.46,0.167012327,16,22,住,4,2,2,1,坡道平面,2018/1/1,120.69460500000001,24.135960999999998,1560
北區,16.12,138.8,19.7320958,8,14,住,2,2,2,1,坡道機械,2019/5/10,120.69091599999999,24.158404,737
北區,24.8,77.89,29.61046428,4,5,住,3,2,1,0,無,2017/7/12,120.677974,24.171979,298
南屯區,16.47,158.99,2.554467238,13,15,住,3,2,2,1,坡道平面,2019/10/4,120.61018899999999,24.136194,920
北屯區,31.4,100.57,35.91860202,3,5,住,3,2,2,0,無,2019/5/30,120.696202,24.171951999999997,420
西區,29.25,90.94,39.99808347,2,5,住,3,2,2,0,無,2019/5/14,120.65937199999999,24.14481,550
南屯區,11.37,149.05,23.42279444,4,18,住,3,2,2,1,坡道機械,2018/1/26,120.647699,24.153369,848
西屯區,5.84,46.74,22.19895001,14,15,住,2,0,2,1,無,2017/7/1,120.63491,24.176417999999998,287
西屯區,40.43,310.63,4.213638884,13,14,住,4,2,3,1,坡道平面,2018/8/14,120.63628,24.175134,2200
北屯區,23.92,166.41,4.495643305,12,14,住,3,2,2,1,坡道平面,2019/10/14,120.72429,24.166522,960
西屯區,9.0,90.29,0.788517218,8,15,商,1,1,1,1,坡道機械,2019/9/10,120.63536599999999,24.17671,739
北屯區,22.16,149.51,3.411432131,4,14,住,3,2,2,1,坡道機械,2017/3/10,120.72429,24.166522,660
大里區,24.83,131.23,11.11590245,4,10,商,3,2,2,1,坡道平面,2016/10/18,120.69753600000001,24.10197,655
北屯區,18.52,250.28,25.99095122,16,25,住,3,2,2,1,升降機械,2018/11/23,120.68565500000001,24.171122,1342
北屯區,24.36,142.76,4.0685298119999995,14,14,住,3,2,2,1,坡道平面,2019/7/10,120.737982,24.159845999999998,720
南區,32.95,106.96,36.00073923,4,5,住,4,0,4,0,無,2019/5/5,120.673996,24.128785999999998,390
南區,13.66,129.05,22.28382513,6,24,住,4,2,2,1,無,2019/3/25,120.68388700000001,24.131760999999997,528
西屯區,15.99,99.25,25.55836191,3,7,住,3,2,2,1,坡道機械,2018/11/19,120.65827,24.169559,568
西屯區,10.22,66.72,2.89944352,5,11,住,1,1,1,1,無,2017/9/15,120.65614599999999,24.196041,568
南屯區,20.26,245.72,22.77117258,13,18,住,4,2,3,1,坡道機械,2017/1/13,120.65215800000001,24.156236,1330
西屯區,29.08,138.23,21.40495698,4,12,住,3,2,2,1,無,2017/11/10,120.611116,24.193269,565
西屯區,23.93,114.11,23.76777073,5,6,住,3,2,2,1,無,2017/1/18,120.66034199999999,24.16385,580
西屯區,13.22,146.51,8.117894276,9,22,住,3,2,2,1,坡道平面,2017/1/9,120.609973,24.192242,988
西屯區,2.83,42.29,21.68148559,9,15,住,1,1,1,1,無,2018/10/10,120.657849,24.167251999999998,225
南屯區,15.28,170.21,19.82792254,2,14,住,3,2,2,1,坡道平面,2019/2/25,120.624711,24.151926,1000
北屯區,23.14,91.02,26.16343936,2,5,住,3,2,2,0,無,2018/1/27,120.68948300000001,24.169601999999998,430
西屯區,9.53,88.87,1.278602572,18,22,住,1,2,1,1,坡道機械,2019/8/13,120.610251,24.194333,850
北屯區,21.88,105.54,22.99294304,1,6,住,3,2,2,1,升降機械,2017/3/22,120.67075600000001,24.1808,468
西區,13.35,139.17,25.28730912,10,13,住,3,2,1,1,坡道平面,2019/6/30,120.66591399999999,24.136407000000002,745
南區,30.91,90.0,37.27386599,5,5,住,3,2,2,0,無,2018/5/31,120.671116,24.123051,300
南屯區,30.41,364.69,3.392266782,9,25,住,4,2,3,1,坡道平面,2016/10/13,120.643649,24.154465,3910
北屯區,22.04,174.56,0.344976283,15,15,住,3,2,2,1,坡道平面,2018/3/29,120.727425,24.160373999999997,900
南屯區,18.04,165.08,22.37143815,3,16,住,4,2,2,1,無,2018/10/11,120.634525,24.159464,753
西區,18.41,196.13,23.31601607,12,17,住,4,2,1,1,坡道平面,2018/4/2,120.65526100000001,24.135348999999998,960
南區,15.89,131.76,23.52683491,15,17,住,3,2,2,1,坡道機械,2019/6/10,120.660954,24.117757,600
中區,9.0,63.6,36.08561435,5,5,住,2,2,1,0,無,2019/4/25,120.675261,24.144935999999998,250
北區,3.69,40.31,25.72263633,10,13,住,1,0,1,1,無,2019/7/5,120.67511699999999,24.163264,180
西屯區,3.31,25.54,23.66646817,10,12,住,1,0,1,1,無,2017/6/14,120.64158700000002,24.175989,138
西屯區,26.46,264.03,3.022649336,5,22,住,4,2,2,1,坡道平面,2019/12/3,120.638645,24.184619,2126
南屯區,25.55,373.07,23.63087538,5,22,住,5,2,3,1,坡道平面,2019/8/28,120.647075,24.155469,2588
南區,19.59,147.08,1.84808723,6,12,住,3,2,2,1,坡道平面,2017/4/3,120.661798,24.117283999999998,930
北區,16.82,194.73,4.8460954019999996,10,18,住,3,2,2,1,坡道平面,2019/6/10,120.67114299999999,24.17322,1660
西區,23.14,222.11,29.58308521,5,12,商,5,2,3,1,升降平面,2019/3/5,120.65941200000002,24.160167,981
北屯區,24.99,206.04,0.542105587,10,15,住,4,2,2,1,坡道平面,2018/6/9,120.727425,24.160373999999997,1080
南區,3.92,41.74,21.83207047,14,21,住,1,0,1,1,無,2018/4/27,120.674554,24.128869,179
北屯區,13.86,141.66,2.984318638,5,15,商,3,2,2,1,坡道機械,2018/8/7,120.720325,24.175056,860
西屯區,9.84,110.76,7.926240785,17,24,住,2,2,1,1,坡道機械,2018/10/23,120.609973,24.192242,812
西區,4.83,67.73,21.78278815,12,22,商,2,1,1,1,無,2017/10/31,120.657572,24.14415,110
北屯區,23.92,146.68,25.41325284,8,10,住,3,2,2,1,坡道機械,2016/12/5,120.71229199999999,24.173963,570
南區,12.05,105.76,3.37583934,5,15,商,2,2,1,1,坡道機械,2018/8/28,120.683453,24.128003,665
北屯區,20.46,112.0,21.62672745,6,7,住,3,2,2,1,坡道機械,2017/9/5,120.666371,24.183743,507
西屯區,23.5,150.6,3.5948719,4,12,住,3,2,2,1,坡道平面,2017/6/10,120.665411,24.175141,950
北屯區,3.2,37.7,23.02853584,11,12,住,1,1,1,1,無,2017/4/29,120.68657069999999,24.18267881,151
北區,14.7,169.89,28.94241497,11,16,住,4,3,2,1,坡道平面,2017/11/9,120.67501899999999,24.15404,670
東區,24.84,171.16,3.6112993419999997,6,12,住,3,2,2,1,坡道平面,2019/3/15,120.70835500000001,24.135448999999998,945
西屯區,24.28,274.78,19.67733766,12,14,住,4,2,2,1,坡道機械,2018/6/13,120.644131,24.162465,2440
北區,20.98,67.71,35.38744807,5,5,商,2,1,1,0,無,2017/5/4,120.673368,24.152335,298
大雅區,36.2,159.65,2.264249095,11,12,住,4,3,4,1,坡道平面,2018/1/6,120.667957,24.218547,930
大里區,24.6,179.78,0.616029077,4,15,住,3,2,2,1,坡道平面,2017/8/1,120.661974,24.096657999999998,980
南區,24.94,152.19,0.8542269859999999,13,14,住,3,2,2,1,坡道平面,2017/12/3,120.66965,24.114332,1080
北屯區,17.07,94.81,23.89919026,5,11,住,3,2,2,1,無,2016/7/28,120.69861200000001,24.188015,480
北屯區,11.71,84.35,26.43723006,4,13,住,2,1,1,1,坡道機械,2018/5/22,120.69022,24.173251999999998,435
北屯區,6.65,37.42,24.13191236,6,7,住,1,1,1,1,無,2017/12/15,120.696349,24.18296,125
西屯區,20.63,148.98,22.08122001,9,12,住,3,2,2,1,坡道平面,2019/12/21,120.65523799999998,24.162172,795
北區,14.9,101.98,24.13738817,8,14,住,2,2,2,1,無,2017/10/20,120.67756000000001,24.152515,385
北區,26.91,82.03,36.3375018,3,5,住,3,2,2,0,無,2019/10/17,120.668702,24.171886999999998,400
西屯區,2.19,36.49,20.72595604,14,14,住,1,0,1,1,無,2018/3/13,120.64103600000001,24.168232999999997,220
中區,7.19,41.89,31.0259622,4,5,住,1,1,1,1,無,2018/5/30,120.676946,24.141164,88
西屯區,7.9,105.01,20.29336674,12,14,住,3,2,2,1,坡道機械,2018/9/18,120.643557,24.178058,600
北區,27.58,87.93,31.54068872,3,5,住,3,2,2,0,無,2017/7/29,120.67653500000002,24.167317999999998,410
西區,20.1,232.72,20.32622162,5,12,住,4,2,2,1,升降平面,2019/5/13,120.65138799999998,24.146567,1060
北區,14.28,97.49,0.495561168,5,12,商,2,2,2,1,無,2017/7/18,120.68523799999998,24.154128,870
北區,21.63,247.53,5.363559827,6,18,住,3,2,2,1,坡道平面,2019/12/16,120.67114299999999,24.17322,1722
北屯區,18.76,151.67,2.450426771,12,14,住,3,2,2,1,坡道平面,2017/3/19,120.681973,24.178017,940
中區,1.95,38.72,23.08055607,12,19,商,1,1,2,1,無,2019/6/19,120.67783999999999,24.146457,146
西屯區,7.65,84.67,6.820126354,6,24,住,2,2,1,1,坡道機械,2017/9/14,120.609973,24.192242,638
南屯區,29.01,231.44,6.431343559,3,12,住,3,2,2,1,坡道平面,2018/1/26,120.634749,24.155581,1650
北屯區,17.9,124.32,2.36007584,9,14,住,2,2,1,1,坡道機械,2017/8/25,120.72429,24.166522,590
西屯區,25.21,185.85,22.817717000000002,12,20,住,4,2,2,1,坡道平面,2017/9/25,120.605731,24.188848999999998,720
南屯區,3.61,32.93,28.30995845,6,12,住,1,1,1,1,無,2018/10/26,120.647074,24.144767,146
北區,4.84,38.27,23.90740399,4,16,住,1,1,1,1,無,2018/11/10,120.699026,24.153876999999998,170
南區,8.89,106.45,19.30498231,5,21,住,3,2,2,1,無,2017/1/7,120.655758,24.115095,435
西屯區,8.39,67.36,0.785779311,5,15,商,1,1,1,1,無,2019/9/9,120.63536599999999,24.17671,598
北屯區,23.44,162.2,0.741972799,5,14,商,3,2,2,1,坡道平面,2018/6/26,120.72065400000001,24.179994,930
西區,23.25,76.92,36.11025552,4,5,住,3,2,1,0,無,2017/3/10,120.657572,24.14415,315
大雅區,29.73,162.34,3.13764143,6,14,住,3,2,2,1,坡道平面,2018/9/29,120.645582,24.225476999999998,1040
南屯區,9.08,86.06,13.92225713,14,14,住,2,2,1,1,無,2018/12/20,120.624711,24.151926,460
北區,67.2,213.57,28.88218102,8,8,住,4,2,4,1,無,2017/11/18,120.68275600000001,24.158186999999998,850
北區,31.52,109.99,33.1341506,5,5,住,3,2,2,0,無,2019/11/19,120.692151,24.159931,450
西屯區,9.38,84.03,23.54052445,5,14,住,2,1,1,1,無,2017/3/2,120.605703,24.187635999999998,460
西區,18.1,61.57,31.38462802,5,5,住,2,2,1,0,無,2017/5/12,120.668333,24.134741,200
南區,11.92,86.69,25.8266768,10,12,住,3,2,2,1,無,2019/9/23,120.646561,24.112468,458
西區,16.72,194.65,29.75009754,12,12,住,4,2,2,1,無,2019/12/23,120.65348600000002,24.153458999999998,1030
西屯區,6.68,53.81,22.7027249,9,13,住,1,1,1,1,無,2017/11/3,120.65614599999999,24.196041,250
西區,2.76,36.29,23.16816909,8,19,住,1,1,1,1,無,2018/3/15,120.667952,24.129922,100
北區,15.77,152.95,20.18385046,3,14,住,3,2,2,1,無,2019/11/14,120.67591200000001,24.166135,882
南屯區,25.16,142.38,1.6208409480000001,1,12,住,3,2,2,1,坡道平面,2018/6/1,120.616653,24.155435999999998,950
北屯區,6.84,67.1,23.37625003,10,13,住,1,1,1,1,無,2017/6/25,120.70312,24.186776000000002,292
北屯區,19.09,190.82,0.26283907300000003,16,25,商,3,2,2,1,坡道平面,2019/4/10,120.68489299999999,24.17801,1545
西屯區,7.88,42.65,28.10187752,1,6,住,1,1,1,1,無,2019/10/9,120.653251,24.164921,265
北區,4.81,70.37,9.70588034,18,18,住,1,1,1,1,無,2019/4/20,120.68106,24.162748,555
南屯區,17.09,146.99,22.94092281,8,9,住,3,2,2,1,坡道平面,2017/10/14,120.636054,24.133095,900
西屯區,11.34,118.5,24.6575905,14,15,住,3,2,1,1,坡道平面,2019/1/12,120.63491,24.176417999999998,600
南屯區,12.67,73.12,24.79174795,6,8,住,1,1,1,1,無,2018/9/5,120.63595900000001,24.144264,400
西屯區,4.61,35.81,24.45224748,2,8,住,1,0,1,1,無,2019/4/23,120.638954,24.180007,230
北區,17.0,50.09,35.01235481,2,5,住,2,2,1,0,無,2016/12/13,120.66387399999999,24.160882,289
西區,11.38,72.81,23.09972142,8,8,住,2,1,1,1,坡道機械,2016/12/30,120.658499,24.145772,398
西屯區,14.65,94.88,4.134239581,9,11,住,1,1,1,1,坡道平面,2018/12/10,120.65614599999999,24.196041,785
西屯區,14.79,121.21,19.576035100000002,2,12,住,3,2,2,1,無,2017/6/19,120.65523799999998,24.162172,148
南屯區,18.04,172.32,2.004147929,7,15,住,3,2,2,1,坡道平面,2019/3/17,120.61018899999999,24.136194,1055
北屯區,24.96,172.98,3.509996783,5,12,住,3,2,2,1,坡道平面,2019/5/8,120.72373999999999,24.162658,842
北屯區,20.03,134.91,6.102794718999999,6,14,住,2,2,1,1,坡道平面,2019/11/18,120.72429,24.166522,720
南屯區,51.19,236.31,0.533891866,8,23,住,3,2,2,1,坡道平面,2019/4/9,120.631992,24.148267999999998,2340
北屯區,33.18,174.06,1.379905132,2,12,住,3,2,2,1,坡道平面,2017/6/22,120.695699,24.182407,968
南區,25.15,147.59,4.224590512,9,14,住,3,2,2,1,坡道平面,2019/10/21,120.666946,24.127531,1260
西屯區,11.88,67.11,24.96149818,2,6,住,2,2,1,1,無,2016/10/15,120.65548799999999,24.168313,350
西屯區,3.88,33.74,24.65211469,7,7,住,1,0,1,1,坡道機械,2018/9/15,120.647521,24.182756,141
西屯區,35.37,380.86,5.823528204,16,22,住,3,2,2,1,坡道平面,2015/9/10,120.64208799999999,24.163211999999998,4680
中區,1.5,33.75,22.33310746,13,19,商,1,1,2,1,無,2018/9/19,120.67783999999999,24.146457,145
南屯區,14.04,145.11,12.8544734,9,14,住,3,2,2,1,坡道平面,2018/12/31,120.636242,24.152653,1160
北屯區,16.21,126.88,22.57130537,6,13,住,3,2,2,1,坡道機械,2016/11/13,120.69696100000002,24.179839,560
東區,17.05,159.57,1.396332574,9,15,商,3,2,2,1,坡道機械,2017/12/12,120.706477,24.148357999999998,1123
東區,24.16,150.81,0.553057215,13,13,住,3,2,2,1,坡道平面,2019/3/26,120.69893200000001,24.129732999999998,945
南屯區,20.94,219.5,12.59437223,2,14,住,4,2,2,1,坡道平面,2017/10/21,120.63348899999998,24.153454,1580
北區,3.96,33.95,23.6774198,11,16,住,1,1,1,1,無,2019/1/28,120.665374,24.159243,150
北屯區,33.8,104.82,37.16708762,3,5,住,3,2,2,0,無,2017/12/16,120.68915,24.165620999999998,424
東區,5.47,63.44,35.69409365,10,12,商,2,0,2,1,無,2019/6/11,120.68920700000001,24.140045,290
南區,17.22,119.8,20.38371767,12,12,住,2,2,1,1,坡道平面,2019/2/17,120.66582,24.114210999999997,500
北區,8.96,89.66,16.25769181,12,14,住,2,2,1,1,坡道機械,2018/6/24,120.691126,24.159229,565
南區,24.4,154.64,0.558533029,4,15,住,3,2,2,1,坡道平面,2017/5/6,120.661061,24.111415,972
大里區,15.89,98.39,26.56043587,1,13,住,3,2,2,1,無,2019/3/16,120.690972,24.122705,388
南屯區,19.95,200.99,13.29527643,2,14,住,4,2,2,1,坡道平面,2019/6/10,120.63785,24.144337,1500
北屯區,22.7,126.3,25.75549121,6,7,住,3,2,2,1,無,2019/3/29,120.68207,24.192314,580
北區,8.45,47.36,28.10461543,5,8,住,1,1,1,1,無,2017/7/21,120.67114299999999,24.17322,245
西屯區,7.47,86.61,11.12137826,4,15,住,1,1,1,1,坡道平面,2018/7/5,120.609973,24.192242,508
中區,5.15,30.56,43.04263606,2,7,住,1,1,1,1,無,2019/10/23,120.68552,24.138701,138
北屯區,27.31,160.25,0.175226048,13,14,住,3,2,2,1,坡道平面,2018/6/28,120.72266100000002,24.161238,850
西屯區,4.37,48.41,20.43026209,11,14,住,1,1,1,1,無,2017/11/25,120.64103600000001,24.168232999999997,245
南屯區,37.52,361.0,1.760474205,4,23,住,4,2,3,1,坡道平面,2018/5/1,120.64123700000002,24.137081,3488
北區,11.32,75.62,18.75192509,7,12,住,1,1,1,1,坡道平面,2018/3/25,120.6754,24.166415,500
北屯區,19.32,173.88,4.260183303,12,15,商,4,2,2,1,坡道機械,2019/7/3,120.68567,24.196404,1220
南屯區,7.46,61.95,27.84451426,11,12,住,1,1,1,1,無,2018/5/9,120.647074,24.144767,240
西屯區,3.39,26.39,22.33858327,4,15,住,1,0,1,1,無,2017/8/21,120.63491,24.176417999999998,147
南區,14.57,158.66,23.68837142,6,16,住,3,2,2,1,坡道平面,2018/10/1,120.655758,24.115095,735
大里區,13.18,109.15,24.17845678,6,13,住,3,2,2,1,坡道機械,2017/1/24,120.684918,24.119315,456
南屯區,14.72,116.25,24.24142864,11,16,住,3,2,2,1,坡道機械,2019/11/13,120.636242,24.152653,780
西屯區,23.49,119.79,30.82061918,3,5,住,4,2,2,0,無,2019/5/31,120.66476000000002,24.171654,475
北區,8.68,194.36,0.843275358,15,28,商,3,2,2,1,坡道平面,2017/5/21,120.689378,24.157031,1418
南屯區,21.84,69.22,37.97750809,5,5,住,3,2,1,0,無,2019/12/21,120.627973,24.117010999999998,250
南屯區,17.62,195.21,24.15381562,10,17,住,4,2,2,1,坡道平面,2019/1/17,120.636242,24.152653,1160
西區,5.15,38.68,23.72670212,3,7,住,1,1,1,1,無,2018/7/6,120.655258,24.141161,139
南屯區,19.47,190.73,25.35028098,14,14,住,4,2,2,1,坡道平面,2019/3/27,120.647074,24.144767,1170
西屯區,19.45,197.76,27.72952217,10,15,住,4,2,2,1,坡道機械,2019/4/15,120.608007,24.190404,982
北屯區,15.87,104.28,32.49895617,3,7,住,2,2,2,1,無,2017/2/28,120.682121,24.175832,450
西屯區,29.05,181.18,9.645646386000001,9,14,住,3,2,2,1,坡道平面,2017/2/15,120.66198100000001,24.176007000000002,890
南屯區,25.76,213.35,7.663401713,13,14,住,3,2,2,1,坡道平面,2018/9/26,120.64123700000002,24.137081,1788
北屯區,4.08,25.73,23.51314538,1,7,商,1,1,1,1,無,2018/2/28,120.69493999999999,24.175449,150
大里區,21.5,50.86,38.08428647,4,4,住,3,2,2,0,無,2017/4/29,120.69068600000001,24.104651999999998,220
北屯區,8.91,86.36,10.60391384,13,14,住,1,1,1,1,坡道機械,2018/8/8,120.685194,24.173266,650
南區,15.42,158.93,6.825602168,14,15,商,3,2,2,1,坡道平面,2018/11/1,120.684591,24.130516,958
東區,10.47,117.7,23.39815328,7,15,住,3,2,2,1,坡道機械,2018/5/7,120.69043899999998,24.12507,490
西屯區,16.9,116.5,25.71442261,6,12,住,3,2,2,1,無,2018/4/25,120.641747,24.175076,660
北屯區,23.11,314.72,1.7194056,13,24,商,4,2,2,1,坡道平面,2017/7/25,120.697477,24.171067999999998,2080
中區,10.69,115.4,36.15953784,5,10,商,2,2,2,1,無,2016/12/15,120.675261,24.144935999999998,340
南區,4.36,28.49,25.07101446,5,7,住,1,0,1,1,無,2018/1/1,120.673754,24.125903,135
北屯區,14.88,122.31,25.25719214,7,16,住,3,1,2,1,無,2017/8/21,120.73728999999999,24.178822,450
西屯區,17.25,188.31,21.61030001,14,21,住,4,2,2,1,無,2019/7/2,120.648726,24.162115,1125
北屯區,21.03,171.25,4.095908882,14,15,商,3,2,2,1,坡道平面,2019/12/28,120.70500600000001,24.182593,1205
大里區,38.15,82.8,36.45249389,3,4,住,3,2,1,0,無,2018/6/8,120.68734599999999,24.116526999999998,235
北屯區,16.99,130.8,0.249149538,9,14,住,2,1,1,1,坡道平面,2016/11/11,120.706928,24.167439,680
西屯區,9.84,120.45,7.113082404,15,24,住,2,2,1,1,坡道平面,2017/12/30,120.609973,24.192242,960
北屯區,20.0,69.52,38.8782795,2,5,住,3,2,1,0,無,2018/1/30,120.69821999999999,24.160951999999998,290
西屯區,12.11,129.76,9.982408947,13,15,住,2,2,1,1,坡道機械,2017/10/5,120.645349,24.171213,890
中區,18.36,147.16,3.4826177130000002,12,12,商,2,2,1,1,坡道平面,2019/3/20,120.67783999999999,24.146457,800
南區,18.98,118.63,6.023395415,10,14,住,1,2,1,1,坡道平面,2017/8/6,120.673996,24.128785999999998,710
西區,21.65,259.91,5.119886103,6,23,住,4,2,2,1,坡道平面,2019/11/8,120.657801,24.134485,2368
西屯區,16.8,168.89,0.922674661,3,22,商,3,2,2,1,坡道平面,2018/7/3,120.63491,24.176417999999998,1588
西屯區,10.86,67.04,21.73624373,5,6,住,3,0,3,1,無,2017/3/14,120.643831,24.177871,340
西區,44.87,323.98,9.974195226,3,15,商,4,2,2,1,坡道平面,2018/11/12,120.66458999999999,24.156431,2600
南屯區,22.3,216.37,1.2265823390000001,9,15,商,3,2,2,1,坡道平面,2019/4/26,120.64742199999999,24.133623999999998,1830
北屯區,16.58,207.26,1.771425834,12,28,商,4,2,2,1,坡道平面,2019/1/27,120.697477,24.171067999999998,1480
西屯區,25.05,177.77,24.72056237,4,7,住,4,2,3,1,坡道平面,2016/10/14,120.664472,24.169656,1080
西屯區,10.83,52.25,26.3742582,5,7,住,1,1,1,1,無,2018/4/1,120.66223500000001,24.20036,237
北區,46.5,88.69,36.69890552,1,5,住,3,2,2,0,無,2017/5/3,120.67196399999999,24.173196,600
西屯區,22.21,206.84,24.63568725,4,14,住,3,2,2,1,坡道平面,2018/8/3,120.651005,24.160678,1328
