行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,經度,緯度,總價
南屯區,21.79,168.46,10.23429639,5,12,住,3,2,2,1,坡道平面,2019/11/26,120.616722,24.152971,960
北區,27.0,98.17,30.73300615,3,5,住,3,2,2,0,無,2017/7/23,120.673396,24.152322,398
南區,21.17,143.6,0.167012327,6,12,住,3,2,2,1,坡道平面,2019/5/25,120.651338,24.107638,825
南屯區,7.73,95.81,19.21463138,3,23,住,2,1,1,1,無,2017/3/4,120.64844599999999,24.143280999999998,465
北屯區,21.58,173.67,0.39973442299999995,15,21,住,3,2,2,1,坡道平面,2018/12/25,120.70500600000001,24.182593,1270
北屯區,14.17,113.3,22.91901956,7,16,住,3,2,2,1,無,2018/7/15,120.692218,24.175660999999998,542
北區,16.57,98.83,23.34065723,4,7,住,2,2,1,1,無,2019/4/7,120.67470900000001,24.148118,417
大里區,12.94,73.35,26.61793192,3,7,住,2,2,1,1,無,2017/8/23,120.700255,24.088457000000002,230
南屯區,53.07,202.09,2.247821653,15,17,住,3,2,2,1,坡道平面,2019/7/9,120.62576299999999,24.151623999999998,1825
北區,27.1,271.75,0.525678145,7,21,商,4,2,2,1,坡道平面,2018/12/29,120.66755900000001,24.154081,2730
北區,35.17,105.7,36.14037249,2,5,住,5,1,2,0,無,2017/7/8,120.679473,24.157926,500
南屯區,20.55,297.52,27.98962333,18,18,住,3,2,2,1,坡道機械,2019/4/8,120.651008,24.157204999999998,1800
西屯區,5.77,31.65,27.06968658,6,6,住,0,0,0,1,無,2018/9/27,120.653251,24.164921,157
南區,24.91,155.38,7.6250710139999995,2,14,住,3,2,2,1,坡道機械,2019/3/14,120.673996,24.128785999999998,1140
北屯區,53.89,270.36,0.021903256,12,12,住,3,2,2,1,坡道平面,2017/12/16,120.71141100000001,24.177517,2000
北區,32.8,92.52,38.32796019,4,5,住,5,0,5,0,無,2018/4/9,120.686412,24.164228,525
大里區,23.62,172.75,0.14784697800000002,4,13,住,3,2,2,1,坡道平面,2018/12/15,120.69289199999999,24.121653,915
西區,3.38,37.85,27.390021700000002,7,12,住,1,1,1,1,無,2018/9/9,120.67148200000001,24.146860999999998,130
南區,24.41,154.73,0.788517218,11,15,住,3,2,2,1,坡道平面,2017/7/29,120.661061,24.111415,1075
南屯區,9.2,78.62,24.422130499999998,9,12,住,2,2,1,1,無,2018/10/24,120.61250600000001,24.149654,440
大里區,37.02,273.4,0.16427442,12,12,住,4,2,2,1,坡道平面,2018/12/22,120.65593899999999,24.088341,2146
東區,37.3,213.99,0.509250703,5,14,住,4,2,3,1,坡道平面,2017/7/21,120.69896100000001,24.127845999999998,1010
南區,22.32,149.55,0.24367372399999998,12,12,住,3,2,2,1,坡道平面,2019/6/22,120.651338,24.107638,888
北屯區,14.75,161.84,1.74678467,11,15,商,3,2,2,1,坡道平面,2017/5/12,120.720325,24.175056,1060
南屯區,4.44,38.59,25.05184911,11,12,住,1,0,1,1,無,2016/12/24,120.652266,24.138331,155
北區,25.58,203.79,4.416244002,6,17,住,3,2,2,1,坡道平面,2018/8/31,120.67401699999999,24.163098,1538
南屯區,11.17,170.49,17.96614578,17,27,住,3,2,2,1,坡道平面,2019/8/31,120.631992,24.148267999999998,1400
北屯區,22.29,162.66,0.366879539,8,12,住,3,2,2,1,坡道平面,2018/9/8,120.710393,24.161037,840
西屯區,5.52,32.69,24.49605399,3,6,住,1,0,1,1,升降機械,2018/3/13,120.645826,24.179665,150
西屯區,21.37,139.66,17.86210531,2,9,住,3,2,2,1,坡道平面,2017/11/1,120.65025700000001,24.169056,950
北區,36.55,117.94,31.94589896,5,5,住,4,2,2,0,無,2019/6/5,120.67653500000002,24.167317999999998,450
南屯區,19.82,194.82,8.851653354,9,15,住,3,2,2,1,坡道平面,2018/2/4,120.648525,24.134454,1290
北屯區,21.2,75.5,22.62058769,5,5,住,3,2,2,0,無,2018/4/4,120.66759499999999,24.181198000000002,280
北區,22.95,96.87,26.63435936,5,5,住,5,2,3,0,無,2018/11/8,120.68708799999999,24.156215,395
北屯區,15.88,113.98,0.7447107059999999,5,13,住,2,1,1,1,坡道平面,2016/9/25,120.740504,24.161138,570
南區,8.93,135.04,24.55081213,12,22,住,3,2,2,1,坡道機械,2019/10/2,120.66723200000001,24.118507,660
南區,20.55,163.25,1.686550716,14,15,住,3,2,2,1,坡道平面,2018/8/20,120.661309,24.109164,1200
南區,28.26,231.56,4.917280985,3,19,住,4,2,2,1,坡道平面,2019/8/21,120.646561,24.112468,1400
大里區,39.44,76.1,33.91992991,3,4,住,3,1,1,0,無,2017/4/10,120.68812,24.109641,240
北區,5.31,24.68,36.50725203,3,5,住,1,1,1,1,無,2019/8/14,120.680728,24.155301,120
西屯區,14.38,142.82,22.62606351,7,12,住,3,2,2,1,坡道平面,2017/8/4,120.605703,24.187635999999998,768
東區,22.13,182.21,1.065045826,11,12,住,4,2,2,1,坡道平面,2017/12/1,120.697318,24.141867,1108
南屯區,17.3,148.4,23.34065723,6,13,住,3,2,2,1,坡道機械,2017/12/20,120.64063600000001,24.136326999999998,820
西區,6.58,41.61,25.8677454,7,7,住,1,1,1,1,無,2019/5/26,120.65675900000001,24.145549,206
南屯區,19.34,226.44,28.45506752,6,18,住,5,2,2,1,坡道平面,2019/10/1,120.65056299999999,24.138978,1172
西屯區,12.48,92.18,20.91487163,7,14,住,2,2,1,1,坡道機械,2016/12/18,120.64198300000001,24.171337,546
西屯區,2.98,22.73,23.77872236,4,6,住,1,0,1,1,無,2019/8/21,120.65011000000001,24.17115,116
北屯區,4.4,48.35,22.91901956,14,16,住,1,1,1,1,無,2019/4/25,120.70312,24.186776000000002,260
北屯區,17.65,102.36,25.76918075,7,8,住,3,2,2,1,無,2018/8/28,120.69356299999998,24.175701,510
北屯區,23.83,87.08,33.07391664,5,5,住,3,2,1,0,無,2016/12/1,120.671745,24.174802,365
北屯區,32.62,91.91,35.48875062,4,4,住,3,2,1,0,無,2019/4/1,120.690546,24.176755,430
北屯區,24.49,164.94,19.89363231,6,9,住,4,2,2,1,坡道平面,2018/5/14,120.690486,24.169878,866
北屯區,20.44,218.58,4.287562373,8,15,住,4,2,2,1,坡道平面,2017/10/29,120.686756,24.194754,1250
西屯區,14.17,191.63,22.08122001,6,20,住,4,2,2,1,坡道機械,2017/2/24,120.611313,24.185742,1033
北區,27.31,275.73,0.142371164,17,21,住,4,2,2,1,坡道平面,2018/8/11,120.66755900000001,24.154081,2700
北區,4.34,45.22,26.18534261,9,13,住,1,0,1,1,坡道機械,2019/12/21,120.67511699999999,24.163264,250
南屯區,28.17,132.59,0.101302559,10,11,住,3,1,2,1,坡道平面,2018/8/30,120.62668400000001,24.141408,1098
北區,3.09,35.15,36.58665133,8,12,住,1,1,1,1,無,2019/7/13,120.691703,24.16166,162
北屯區,29.41,90.17,33.19438455,3,5,住,3,2,2,0,無,2017/4/4,120.665392,24.185129999999997,390
北區,16.46,58.74,35.25055271,3,5,住,2,1,1,0,無,2017/11/29,120.686659,24.166563,300
北區,33.92,117.12,33.42984456,3,5,住,3,2,2,0,無,2019/5/3,120.67653500000002,24.167317999999998,495
西屯區,46.82,291.72,3.00074608,2,12,住,4,2,3,1,坡道平面,2017/8/20,120.662465,24.166408999999998,2246
北區,3.16,28.96,21.18592442,4,14,住,1,0,1,1,無,2017/9/21,120.684582,24.166829999999997,118
西屯區,241.43,3556.71,0.47913372600000004,3,21,商,42,6,42,1,無,2018/8/17,120.634606,24.172937,36000
南屯區,16.49,158.97,17.95519415,10,14,住,3,2,1,1,坡道平面,2017/4/12,120.624711,24.151926,900
南區,9.94,126.92,21.70338884,20,21,住,3,2,2,1,坡道機械,2019/6/2,120.66078200000001,24.118016,628
西屯區,5.23,34.21,23.15174165,6,8,住,1,0,1,1,無,2019/12/27,120.66513300000001,24.166623,220
北區,25.04,84.94,39.02886438,4,5,住,3,2,1,0,無,2016/11/6,120.677705,24.160803,258
西屯區,26.73,88.04,35.48327481,5,5,住,3,2,2,0,無,2018/10/6,120.65918799999999,24.170582999999997,380
北屯區,20.37,129.96,0.635194426,12,14,住,2,2,1,1,坡道平面,2018/12/13,120.72266100000002,24.161238,650
西屯區,16.71,233.03,9.251387777,16,21,住,4,2,2,1,坡道平面,2017/10/24,120.638116,24.166342999999998,2235
北屯區,22.44,154.99,0.008213721,2,15,住,3,2,2,1,坡道平面,2019/7/17,120.70780900000001,24.16891,905
北屯區,10.53,113.46,20.73143186,11,14,住,3,2,2,1,無,2019/4/10,120.68030800000001,24.174976,618
南屯區,9.16,96.54,24.09358166,8,16,住,2,2,1,1,無,2019/10/23,120.634525,24.159464,577
大里區,21.0,129.32,24.13465027,3,11,住,3,2,2,1,無,2018/7/20,120.69158700000001,24.103622,360
南區,24.41,154.73,0.77756559,2,15,住,3,2,2,1,坡道平面,2017/7/25,120.661061,24.111415,969
東區,11.21,124.86,18.57396114,4,12,住,4,2,2,1,坡道平面,2017/4/12,120.697657,24.151572,450
北區,14.45,67.33,36.12942086,2,5,住,3,0,3,0,無,2019/3/29,120.68105700000001,24.151854,365
南區,19.18,117.96,25.41872865,8,12,住,3,2,2,1,無,2019/12/18,120.66907900000001,24.113745,510
西區,8.25,102.35,24.91495376,17,19,住,3,2,2,1,坡道機械,2019/12/13,120.675711,24.140225,480
東區,15.91,148.79,1.412760016,9,15,商,3,2,2,1,坡道機械,2017/12/18,120.706477,24.148357999999998,1038
北區,12.74,106.9,21.57196931,3,9,住,2,2,1,1,坡道機械,2018/2/4,120.667101,24.15407,610
南屯區,13.81,119.27,22.07026838,15,18,住,3,2,2,1,坡道平面,2018/7/8,120.634525,24.159464,760
南屯區,11.82,114.81,9.900271737,10,13,住,3,2,2,1,坡道機械,2017/8/21,120.62940900000001,24.139544,845
南區,19.51,144.03,1.3689535030000002,4,11,住,3,2,2,1,坡道機械,2018/2/4,120.66119199999999,24.110454,843
大里區,26.19,188.56,6.9761870539999995,2,14,住,3,2,2,1,坡道平面,2019/10/28,120.67446699999999,24.116129,1050
北屯區,10.0,134.61,0.09856465199999999,11,28,商,2,2,1,1,坡道平面,2017/5/26,120.697477,24.171067999999998,768
南區,11.58,123.61,22.02372396,11,18,住,3,2,2,1,坡道機械,2019/10/4,120.673996,24.128785999999998,538
東區,21.51,132.6,26.86160565,4,7,住,3,2,2,1,坡道機械,2018/8/15,120.698718,24.150282999999998,550
南區,15.89,119.97,23.73491584,11,17,住,3,2,2,1,無,2019/8/25,120.660954,24.117757,510
西屯區,13.77,128.24,23.36256049,8,14,住,3,2,2,1,坡道機械,2017/4/25,120.651005,24.160678,886
南屯區,11.73,137.49,12.22201688,7,14,住,3,2,2,1,坡道平面,2017/4/8,120.624711,24.151926,1045
北區,27.38,95.7,34.86998364,5,5,住,6,2,3,0,無,2016/11/11,120.671653,24.173351,410
北屯區,19.89,180.8,4.123287953,15,15,住,3,2,2,1,坡道平面,2018/1/10,120.740504,24.161138,870
西屯區,3.17,25.82,23.70206096,5,13,住,1,1,1,1,無,2019/7/13,120.635733,24.173756,161
北屯區,20.21,116.22,3.096572825,3,12,住,2,2,1,1,坡道平面,2018/3/12,120.708017,24.169734,720
西屯區,17.14,171.82,0.18343976899999997,10,22,商,3,2,2,1,坡道平面,2017/10/6,120.63491,24.176417999999998,1576
西屯區,15.05,114.62,23.72670212,3,13,住,3,2,2,1,無,2018/8/7,120.61505600000001,24.179319,617
西屯區,25.5,247.21,3.014435615,10,25,住,3,2,2,1,坡道平面,2018/10/13,120.608007,24.190404,1700
北區,4.39,50.49,10.79556733,16,17,住,1,1,1,1,無,2019/9/15,120.680178,24.162869,400
西屯區,11.87,121.72,0.021903256,6,15,商,2,1,1,1,坡道平面,2018/12/4,120.63536599999999,24.17671,916
南屯區,10.69,73.59,25.28730912,5,7,住,2,2,1,1,無,2017/5/13,120.63883899999999,24.142868,432
西屯區,27.65,131.39,22.31941792,7,12,住,3,2,2,1,無,2019/1/18,120.60719099999999,24.192708,515
北區,19.1,150.13,26.42901634,6,7,住,4,2,2,1,升降機械,2017/3/17,120.69608799999999,24.160841,500
北屯區,22.54,247.31,8.024805437000001,14,14,住,4,2,2,1,坡道平面,2018/7/8,120.688309,24.175457,1760
南區,10.84,99.57,20.43026209,10,24,住,3,2,2,1,無,2017/5/17,120.68388700000001,24.131760999999997,440
西區,28.5,117.23,39.88856718,5,5,住,4,2,2,0,無,2019/4/4,120.662201,24.158286999999998,583
北區,2.28,24.7,36.62224413,5,13,商,1,1,1,1,無,2018/3/21,120.691126,24.159229,110
南屯區,18.53,140.86,23.36256049,4,16,住,3,2,2,1,無,2018/7/31,120.63466899999999,24.143612,690
西屯區,2.28,33.74,22.54940211,6,15,住,1,1,1,1,無,2019/8/23,120.657849,24.167251999999998,173
南屯區,12.57,117.08,11.8770406,10,14,住,1,2,1,1,坡道平面,2017/11/29,120.64107299999999,24.141757000000002,950
北屯區,36.59,224.88,1.93022444,9,15,住,4,2,3,1,坡道機械,2019/9/23,120.724033,24.164923,1385
南屯區,14.77,206.72,23.17912072,17,24,住,4,2,2,1,坡道平面,2017/11/7,120.62730900000001,24.149909,1070
南區,5.1,71.02,24.21131166,2,12,住,2,1,1,1,無,2019/8/17,120.68388700000001,24.131760999999997,300
北屯區,5.41,59.84,22.45631327,15,16,住,1,1,1,1,無,2018/11/7,120.70312,24.186776000000002,205
南屯區,20.24,247.31,20.18111255,8,14,住,4,2,2,1,坡道平面,2019/5/20,120.652828,24.153468,1570
北屯區,23.11,315.38,2.1875876990000003,6,24,商,4,2,2,1,坡道平面,2018/1/12,120.697477,24.171067999999998,1995
西屯區,13.91,76.72,26.51662936,5,6,住,3,2,1,1,無,2019/8/25,120.588325,24.176727,435
南屯區,26.04,140.19,24.25238027,6,7,住,3,2,2,1,升降機械,2019/2/14,120.639626,24.143017999999998,750
西屯區,6.21,36.75,25.87322122,6,12,住,1,1,1,1,無,2017/7/26,120.61378,24.177765,150
大里區,24.23,157.13,26.30033471,4,6,住,3,2,2,1,坡道平面,2017/6/27,120.692098,24.118182,538
西屯區,3.74,21.11,22.27561141,5,7,住,1,0,1,1,無,2017/8/2,120.65141399999999,24.170109,110
南屯區,10.71,107.54,24.96423609,11,13,住,3,2,2,1,無,2018/1/31,120.647028,24.138041,520
南屯區,43.81,370.54,7.301997987999999,13,14,住,4,2,2,1,坡道平面,2019/11/1,120.64101699999999,24.143376999999997,3080
南區,11.2,65.05,25.46801098,4,7,住,1,1,1,1,無,2019/11/1,120.66648899999998,24.122284,310
南區,25.53,161.83,0.533891866,13,15,住,3,2,2,1,坡道平面,2017/4/27,120.661061,24.111415,1145
東區,2.38,24.75,34.735826200000005,5,12,商,1,0,1,1,無,2018/6/26,120.68920700000001,24.140045,125
南屯區,18.98,103.23,23.48029049,4,6,住,3,1,1,1,無,2017/11/22,120.64274950000001,24.13813039,310
南屯區,34.9,362.04,23.87728701,9,14,住,5,2,4,1,坡道平面,2019/12/27,120.65319299999999,24.144824,1908
南區,17.82,148.95,11.48278199,3,12,住,3,2,2,1,坡道平面,2019/12/18,120.65736799999999,24.115072,860
大雅區,17.79,110.97,27.82261101,9,10,住,3,2,2,1,無,2019/10/22,120.65236999999999,24.218264,465
東區,14.95,137.94,3.225254454,13,15,商,3,2,2,1,坡道機械,2017/11/12,120.710894,24.142889999999998,760
南區,9.11,101.14,5.4703382000000005,9,15,住,2,2,1,1,坡道平面,2017/11/16,120.671446,24.112735999999998,570
大雅區,38.23,167.5,1.171824199,5,12,住,3,2,2,1,坡道平面,2016/12/3,120.667957,24.218547,888
北屯區,16.99,130.8,1.442876993,13,14,住,2,1,1,1,坡道平面,2018/1/21,120.706928,24.167439,698
北區,5.07,38.36,23.45017351,5,7,住,2,1,1,1,無,2019/5/10,120.66909799999999,24.16549,173
西區,4.83,29.52,24.8109133,4,7,住,1,1,1,1,無,2018/2/21,120.657572,24.14415,135
西屯區,18.32,181.53,8.84617754,5,15,住,3,2,2,1,坡道平面,2018/9/11,120.61342900000001,24.1734,1272
西區,12.81,45.68,35.64207342,2,5,住,1,1,1,1,無,2018/5/14,120.65412099999999,24.152787,173
大里區,16.81,138.45,12.99684456,10,15,住,3,2,2,1,坡道平面,2018/11/29,120.693577,24.113008999999998,820
北屯區,27.14,114.59,30.67824801,5,5,住,3,2,2,0,無,2017/7/4,120.6967,24.172022,425
北屯區,21.66,131.18,26.82875076,7,7,住,3,2,2,1,坡道機械,2018/6/25,120.69574399999999,24.180453,520
北區,25.8,86.33,36.18965482,5,5,住,5,5,5,0,無,2017/11/17,120.695801,24.160229,458
北屯區,19.65,135.45,19.107853,9,9,住,3,2,1,1,坡道平面,2017/5/22,120.69505500000001,24.177073,719
北區,17.18,148.11,19.02571579,7,12,住,3,2,2,1,坡道機械,2017/11/25,120.67401699999999,24.163098,980
西區,3.77,39.62,21.42412233,9,14,商,1,1,1,1,無,2018/1/31,120.661162,24.132867,250
西屯區,15.83,108.32,22.40976885,14,14,住,3,2,2,1,坡道機械,2017/4/6,120.608129,24.188533,410
北區,3.37,31.08,21.83754629,10,14,住,1,0,1,1,無,2018/5/17,120.684582,24.166829999999997,155
北區,14.88,54.82,37.08495041,5,5,住,2,2,1,0,無,2019/8/28,120.67460600000001,24.156604,272
南區,3.48,50.21,24.48510236,8,12,住,1,0,1,1,無,2019/11/25,120.68388700000001,24.131760999999997,260
北屯區,26.02,211.88,3.1184760810000003,9,15,商,4,2,2,1,坡道平面,2019/1/5,120.70500600000001,24.182593,1308
北屯區,16.79,139.94,25.96357215,11,13,住,4,2,2,1,坡道機械,2019/12/1,120.692291,24.181832999999997,720
西區,15.67,85.72,32.91785595,4,7,住,3,1,1,1,無,2017/12/4,120.658928,24.155339,350
南區,18.66,186.95,2.1985393269999998,8,15,商,3,2,2,1,坡道平面,2017/6/24,120.683453,24.128003,1100
北區,3.19,29.76,28.30722055,7,14,住,1,1,1,1,無,2018/2/13,120.686912,24.154173999999998,130
西屯區,13.42,82.63,0.08487511699999999,7,12,住,2,2,1,1,坡道平面,2018/3/1,120.62825500000001,24.159597,918
東區,10.44,89.49,24.51521934,11,13,住,3,2,1,1,坡道機械,2019/1/6,120.71123,24.144576999999998,400
北屯區,23.06,182.3,5.062390056,12,14,住,3,2,2,1,坡道平面,2019/10/29,120.681973,24.178017,1403
中區,5.53,35.25,42.55528861,4,7,商,1,0,1,1,無,2019/4/28,120.68552,24.138701,145
南區,28.15,149.77,1.2265823390000001,3,12,住,3,1,2,1,坡道平面,2019/5/17,120.648051,24.112867,961
北區,8.68,194.36,0.939102103,6,28,商,3,2,2,1,坡道平面,2017/6/25,120.689378,24.157031,1288
大雅區,31.01,47.7,38.03774205,5,5,住,2,1,1,0,無,2018/10/21,120.64686599999999,24.217292,120
北區,14.36,137.66,24.18119469,11,14,住,3,2,2,1,坡道機械,2018/8/28,120.666634,24.165281,656
南屯區,16.47,158.99,2.020575371,4,15,住,3,2,2,1,坡道平面,2019/3/23,120.61018899999999,24.136194,960
西屯區,21.74,153.13,4.306727722,8,12,住,3,2,2,1,坡道平面,2018/10/24,120.665411,24.175141,1030
南區,21.59,189.4,3.477141899,9,12,住,3,2,2,1,坡道平面,2018/11/19,120.661798,24.117283999999998,1060
西區,2.25,29.09,24.14012608,10,19,住,1,0,1,1,無,2019/3/5,120.667952,24.129922,88
西屯區,13.48,113.91,25.05732493,11,13,住,3,2,2,1,無,2019/7/26,120.614907,24.172566,638
北區,25.13,269.33,12.2302306,10,15,住,4,2,2,1,坡道平面,2018/8/10,120.68871899999999,24.164735999999998,1600
南屯區,15.42,177.43,22.59594653,8,12,住,3,2,2,1,坡道平面,2017/5/12,120.61408200000001,24.151602,710
南屯區,16.86,143.46,22.22085327,8,13,住,3,2,2,1,坡道機械,2016/11/6,120.64063600000001,24.136326999999998,750
大里區,9.91,145.83,2.5051849109999997,14,26,商,3,2,2,1,坡道機械,2017/4/24,120.67265900000001,24.115069000000002,910
南區,18.2,187.42,18.79846951,10,14,住,3,2,2,1,無,2016/11/10,120.65540700000001,24.134665,1000
北屯區,19.45,194.14,0.846013265,13,25,商,3,2,2,1,坡道平面,2019/11/9,120.68489299999999,24.17801,1510
西屯區,10.74,104.11,0.18343976899999997,14,22,商,2,2,1,1,坡道機械,2017/10/6,120.63491,24.176417999999998,1005
西屯區,10.21,95.71,24.75341725,3,9,住,3,2,2,1,無,2019/9/10,120.66283100000001,24.167528,502
北屯區,28.36,175.14,28.01974031,5,7,住,4,2,2,1,坡道平面,2018/1/3,120.693248,24.173510999999998,661
南屯區,11.91,116.91,25.36670842,3,12,住,3,2,2,1,坡道平面,2019/6/14,120.61250600000001,24.149654,89
南區,15.94,128.66,26.33045169,5,7,住,5,1,5,1,無,2018/10/23,120.65736799999999,24.115072,560
西區,55.0,148.02,42.26780837,3,4,住,3,2,2,0,坡道平面,2018/9/3,120.657622,24.147779999999997,722
北區,21.64,112.94,25.62680959,5,7,住,3,2,2,1,無,2019/11/16,120.682806,24.168331,683
北屯區,37.95,238.42,29.79116614,3,7,住,4,2,2,1,坡道平面,2019/4/2,120.68657069999999,24.18267881,1250
西區,31.75,203.46,0.64067024,7,11,商,3,2,2,1,坡道平面,2018/11/23,120.662471,24.146885,1821
南屯區,48.22,346.48,4.722889587,6,14,住,4,2,3,1,坡道平面,2019/5/5,120.65215800000001,24.156236,2680
西屯區,5.85,64.69,19.33509928,11,14,住,2,0,2,1,無,2017/8/28,120.643557,24.178058,410
大里區,18.8,164.86,0.7145937290000001,11,23,商,3,2,2,1,坡道平面,2019/7/25,120.68078600000001,24.097648,980
西屯區,63.66,547.47,10.72711965,18,20,住,6,2,4,1,坡道平面,2018/11/19,120.64435700000001,24.156814999999998,6200
南區,15.53,87.65,19.23653463,3,8,住,2,2,1,1,無,2017/4/8,120.660532,24.110766,395
西屯區,6.93,109.74,12.90375572,10,22,住,3,2,2,1,無,2019/7/12,120.634606,24.172937,815
西屯區,19.12,322.57,3.7564084139999996,16,29,住,4,1,3,1,坡道平面,2017/10/27,120.630241,24.163056,3500
西區,17.5,189.67,23.953948399999998,3,13,住,3,2,2,1,坡道機械,2019/11/17,120.662423,24.132428,1200
北屯區,28.82,141.68,1.122541873,9,12,住,3,2,2,1,坡道平面,2017/12/24,120.664824,24.190681,1040
西區,21.46,161.46,22.078482100000002,15,15,住,3,2,2,1,無,2018/11/30,120.655826,24.134857999999998,600
北區,21.65,75.15,2.976104917,2,5,住,2,2,1,1,其他,2019/6/9,120.67161200000001,24.15981,630
西屯區,8.05,60.33,22.40429304,6,14,住,2,2,1,1,無,2018/6/15,120.64256999999999,24.171144,408
南屯區,14.33,149.51,19.36795417,12,14,住,3,2,2,1,坡道平面,2017/3/3,120.639626,24.143017999999998,901
西區,8.0,34.27,25.47896261,3,5,住,1,1,1,1,無,2018/12/14,120.67428400000001,24.150462,173
南屯區,54.72,237.31,3.1704963139999998,4,6,住,3,2,2,1,坡道機械,2018/2/3,120.612804,24.153545,1000
北區,42.3,127.58,35.97336016,5,5,住,3,1,2,0,無,2017/5/25,120.67401699999999,24.163098,320
南區,8.57,94.73,22.71641444,5,21,住,2,2,1,1,無,2019/3/16,120.674554,24.128869,430
北屯區,24.23,181.23,1.297767921,5,11,住,3,2,2,1,坡道平面,2019/4/13,120.71457099999999,24.176134,1195
北區,28.12,92.27,32.73989199,4,5,住,3,2,2,0,無,2018/5/13,120.692209,24.15973,438
西屯區,18.15,192.21,26.25379029,14,16,住,3,2,2,1,坡道機械,2018/1/3,120.618253,24.187445999999998,1010
北區,10.73,168.23,22.74926932,11,22,住,3,2,2,1,坡道平面,2019/5/29,120.67511699999999,24.163264,967
西屯區,14.83,124.52,23.06960444,9,15,住,4,2,2,1,無,2017/9/19,120.606582,24.188928,508
北屯區,17.69,127.1,6.866670774,3,12,住,2,2,1,1,坡道平面,2018/11/2,120.72429,24.166522,588
大里區,10.89,88.26,7.239026126000001,4,14,商,2,2,1,1,無,2017/1/10,120.67265900000001,24.115069000000002,543
西屯區,8.02,75.33,25.68704354,6,15,住,2,1,1,1,無,2017/3/30,120.615746,24.188419,420
西屯區,34.44,578.32,27.12170681,3,23,商,3,1,0,1,坡道機械,2018/6/29,120.593303,24.182435,2310
南屯區,11.97,76.17,26.56317378,8,16,住,2,1,1,1,升降機械,2019/6/7,120.64101699999999,24.143376999999997,420
大里區,24.81,185.98,5.779721692000001,2,13,住,3,2,2,1,坡道平面,2017/12/31,120.684918,24.119315,872
北區,13.56,81.64,22.24001862,4,7,住,1,1,1,1,無,2019/7/16,120.6754,24.166415,410
北區,26.18,85.29,36.45796971,3,5,住,3,0,3,0,無,2019/4/27,120.698222,24.1563,360
西屯區,20.37,136.42,24.53438469,12,15,住,4,2,2,1,坡道機械,2017/7/4,120.61406299999999,24.182148,715
大里區,16.79,88.26,12.268561300000002,6,10,商,2,2,1,1,坡道平面,2017/12/13,120.69753600000001,24.10197,440
南區,12.65,109.55,4.654441912,11,15,商,2,1,1,1,坡道機械,2018/12/31,120.683453,24.128003,700
北區,20.26,91.13,11.74288315,5,5,住,3,2,1,0,無,2017/3/12,120.697453,24.160629999999998,360
南屯區,46.61,219.13,1.5085867609999999,8,20,住,4,2,2,1,坡道平面,2019/2/24,120.62423999999999,24.145305,2418
南區,11.86,112.2,9.886582202,11,12,商,2,2,1,1,坡道平面,2018/6/17,120.65371999999999,24.113551,750
東區,10.03,36.24,33.21902572,5,5,住,3,2,2,0,無,2018/11/2,120.697119,24.151699,220
西屯區,34.15,314.14,5.374511455,11,15,住,4,2,2,1,坡道平面,2018/6/14,120.637984,24.185739,2400
東區,23.51,157.11,3.405956317,3,14,住,3,2,2,1,坡道平面,2017/11/15,120.69460500000001,24.135960999999998,816
北屯區,18.51,242.06,23.90192817,7,25,住,4,2,2,1,坡道機械,2016/10/21,120.68565500000001,24.171122,1200
南區,6.28,90.92,22.04836513,2,21,住,2,1,1,1,坡道平面,2019/10/6,120.655758,24.115095,415
西屯區,12.84,113.1,6.182194022000001,2,14,住,2,1,1,1,坡道機械,2019/1/27,120.638954,24.180007,800
大雅區,18.06,134.72,25.13946214,8,8,住,3,2,2,1,坡道機械,2019/10/26,120.648951,24.218865,630
西屯區,11.28,92.71,21.46792884,8,14,住,3,2,2,1,坡道機械,2017/7/8,120.64198300000001,24.171337,562
東區,14.03,78.33,23.92109352,6,7,住,2,1,1,1,升降機械,2019/5/18,120.689904,24.129042000000002,312
南區,5.19,32.26,22.116812799999998,3,7,住,1,1,1,1,無,2019/5/28,120.68239299999999,24.120774,133
西區,19.67,107.44,26.64531099,5,7,住,3,2,2,1,無,2019/6/16,120.652091,24.148503,565
西屯區,9.82,95.8,0.574960471,3,15,商,1,1,1,1,坡道機械,2019/6/24,120.63536599999999,24.17671,756
西屯區,13.46,114.09,6.4477710010000004,5,14,住,2,1,1,1,坡道機械,2019/5/4,120.638954,24.180007,850
北區,13.18,76.64,19.88541859,2,7,住,2,1,1,1,無,2017/3/8,120.6754,24.166415,260
大里區,24.0,66.95,39.68869997,1,4,住,3,2,2,0,無,2018/12/6,120.69067199999999,24.103773999999998,417
大里區,8.96,92.96,8.536794047999999,5,14,商,2,2,1,1,無,2018/10/7,120.69109499999999,24.102606,498
西屯區,20.23,127.97,20.89296837,4,9,住,3,2,2,1,坡道機械,2017/8/11,120.649303,24.160919,770
南區,33.42,74.4,41.30680301,4,4,住,3,1,1,0,無,2019/11/28,120.669587,24.117519,380
南屯區,32.2,114.02,20.57810906,4,5,住,3,2,2,1,無,2018/9/15,120.642798,24.152225,720
南區,19.27,114.75,29.31750823,5,7,住,4,0,4,1,無,2019/7/29,120.671599,24.115971,500
